,Feature,Classifier,ROC AUC,Accuracy,Correlation,Norm Confusion Matrix,Retrieval Calls,In-Accuracy_init_mean,In-Accuracy_bootstrap_mean,In-Accuracy_CI_lower,In-Accuracy_CI_higher,In-Accuracy_std,Mean Tokens_init_mean,Mean Tokens_bootstrap_mean,Mean Tokens_CI_lower,Mean Tokens_CI_higher,Mean Tokens_std,EM_init_mean,EM_bootstrap_mean,EM_CI_lower,EM_CI_higher,EM_std,F1_init_mean,F1_bootstrap_mean,F1_CI_lower,F1_CI_higher,F1_std,Dataset,LLM Call,is_baseline,UC_rate,overconfidence,conservativeness
673,RDE,Logistic Regression,0.682,0.688,-0.294,"[[0.012, 0.306], [0.006, 0.676]]",0.98,0.37,0.369,0.326,0.41,0.022,1501.386,1501.722,1452.68,1551.175,25.225,0.298,0.298,0.258,0.336,0.02,0.392,0.392,0.353,0.43,0.02,2wikimultihopqa,1.98,0,0.982,0.006,0.306
674,RDE,KNN,0.607,0.68,-0.294,"[[0.006, 0.312], [0.008, 0.674]]",0.99,0.376,0.375,0.332,0.418,0.022,1517.35,1517.666,1468.919,1566.371,25.335,0.304,0.304,0.264,0.344,0.02,0.398,0.398,0.357,0.435,0.02,2wikimultihopqa,1.99,0,0.986,0.008,0.312
675,RDE,MLP,0.318,0.682,-0.294,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
676,RDE,Decision Tree,0.645,0.67,-0.294,"[[0.004, 0.314], [0.016, 0.666]]",0.98,0.37,0.369,0.326,0.412,0.022,1505.168,1505.435,1455.12,1555.493,25.657,0.3,0.3,0.26,0.338,0.02,0.394,0.394,0.354,0.431,0.02,2wikimultihopqa,1.98,0,0.98,0.016,0.314
677,RDE,Threshold,0.318,0.678,-0.294,"[[0.0, 0.318], [0.004, 0.678]]",1.0,0.374,0.373,0.33,0.414,0.022,1530.396,1530.849,1481.921,1574.072,24.143,0.302,0.302,0.262,0.342,0.02,0.395,0.395,0.355,0.432,0.02,2wikimultihopqa,2.0,0,0.996,0.004,0.318
678,Hybrid,Logistic Regression,0.701,0.684,0.0,"[[0.034, 0.284], [0.032, 0.65]]",0.93,0.368,0.367,0.326,0.408,0.021,1425.39,1425.943,1368.212,1481.139,28.698,0.296,0.296,0.258,0.334,0.02,0.391,0.391,0.352,0.428,0.019,2wikimultihopqa,1.9300000000000002,0,0.934,0.032,0.284
679,Hybrid,KNN,0.589,0.666,0.0,"[[0.018, 0.3], [0.034, 0.648]]",0.95,0.368,0.367,0.326,0.41,0.021,1458.676,1459.375,1404.652,1514.95,28.235,0.296,0.296,0.258,0.334,0.02,0.391,0.39,0.353,0.428,0.019,2wikimultihopqa,1.95,0,0.948,0.034,0.3
680,Hybrid,MLP,0.618,0.664,0.0,"[[0.066, 0.252], [0.084, 0.598]]",0.85,0.364,0.364,0.318,0.404,0.022,1277.872,1277.993,1215.559,1341.36,32.852,0.296,0.296,0.258,0.336,0.021,0.389,0.389,0.35,0.426,0.02,2wikimultihopqa,1.85,0,0.85,0.084,0.252
681,Hybrid,Decision Tree,0.641,0.664,0.0,"[[0.066, 0.252], [0.084, 0.598]]",0.85,0.364,0.364,0.322,0.406,0.021,1298.702,1299.966,1233.001,1365.82,33.907,0.298,0.298,0.26,0.336,0.02,0.391,0.391,0.353,0.429,0.02,2wikimultihopqa,1.85,0,0.85,0.084,0.252
682,All Context,,,,,,1.0,0.374,0.373,0.33,0.414,0.022,,,,,,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,1.0,1,,,
683,No Context,,,,,,0.0,0.318,0.318,0.278,0.36,0.021,,,,,,0.302,0.302,0.26,0.346,0.021,0.371,0.371,0.33,0.412,0.021,2wikimultihopqa,1.0,1,,,
684,Ideal,,,,,,0.68,0.5,0.5,0.454,0.544,0.024,1075.502,1076.25,1000.617,1154.091,38.164,0.448,0.448,0.402,0.494,0.023,0.534,0.535,0.491,0.577,0.021,2wikimultihopqa,1.0,1,,,
685,Perplexity,Logistic Regression,0.614,0.566,0.196,"[[0.054, 0.392], [0.042, 0.512]]",0.9,0.492,0.493,0.448,0.534,0.023,2008.814,2008.303,1945.563,2064.82,30.164,0.39,0.39,0.346,0.434,0.023,0.504,0.505,0.462,0.543,0.021,nq,1.9,0,0.904,0.042,0.392
686,Perplexity,KNN,0.585,0.564,0.196,"[[0.148, 0.298], [0.138, 0.416]]",0.71,0.49,0.491,0.446,0.538,0.023,1591.444,1591.69,1501.558,1676.622,45.815,0.4,0.4,0.356,0.448,0.023,0.515,0.515,0.473,0.557,0.021,nq,1.71,0,0.714,0.138,0.298
687,Perplexity,MLP,0.614,0.6,0.196,"[[0.15, 0.296], [0.104, 0.45]]",0.75,0.496,0.497,0.45,0.542,0.023,1667.716,1666.363,1580.527,1748.5,43.556,0.404,0.404,0.36,0.448,0.023,0.512,0.512,0.471,0.553,0.021,nq,1.75,0,0.746,0.104,0.296
688,Perplexity,Decision Tree,0.589,0.572,0.196,"[[0.124, 0.322], [0.106, 0.448]]",0.77,0.498,0.499,0.452,0.546,0.023,1720.672,1721.132,1634.755,1800.702,42.189,0.398,0.398,0.354,0.444,0.023,0.512,0.512,0.471,0.552,0.021,nq,1.77,0,0.77,0.106,0.322
689,Perplexity,Threshold,0.614,0.58,0.196,"[[0.094, 0.352], [0.068, 0.486]]",0.84,0.492,0.493,0.448,0.54,0.023,1867.756,1867.013,1794.397,1939.611,37.147,0.394,0.394,0.35,0.44,0.023,0.506,0.506,0.463,0.547,0.021,nq,1.8399999999999999,0,0.838,0.068,0.352
690,Mean Entropy,Logistic Regression,0.618,0.58,0.202,"[[0.108, 0.338], [0.082, 0.472]]",0.81,0.492,0.493,0.448,0.538,0.023,1805.834,1805.586,1728.936,1880.743,39.655,0.394,0.394,0.352,0.438,0.023,0.505,0.505,0.464,0.546,0.021,nq,1.81,0,0.81,0.082,0.338
691,Mean Entropy,KNN,0.582,0.586,0.202,"[[0.132, 0.314], [0.1, 0.454]]",0.77,0.484,0.485,0.438,0.53,0.023,1712.418,1712.382,1630.646,1794.021,42.12,0.392,0.392,0.35,0.438,0.023,0.506,0.506,0.463,0.546,0.021,nq,1.77,0,0.768,0.1,0.314
692,Mean Entropy,MLP,0.618,0.606,0.202,"[[0.156, 0.29], [0.104, 0.45]]",0.74,0.494,0.494,0.448,0.54,0.023,1652.536,1652.262,1562.838,1741.39,44.527,0.402,0.402,0.36,0.448,0.023,0.508,0.508,0.466,0.549,0.021,nq,1.74,0,0.74,0.104,0.29
693,Mean Entropy,Decision Tree,0.588,0.584,0.202,"[[0.074, 0.372], [0.044, 0.51]]",0.88,0.498,0.499,0.452,0.542,0.023,1961.284,1960.689,1897.387,2026.506,32.113,0.398,0.398,0.354,0.442,0.023,0.514,0.515,0.474,0.553,0.021,nq,1.88,0,0.882,0.044,0.372
694,Mean Entropy,Threshold,0.618,0.594,0.202,"[[0.14, 0.306], [0.1, 0.454]]",0.76,0.492,0.493,0.448,0.538,0.023,1696.076,1696.004,1611.974,1778.061,42.873,0.398,0.398,0.354,0.444,0.023,0.508,0.508,0.466,0.549,0.021,nq,1.76,0,0.76,0.1,0.306
695,Max Entropy,Logistic Regression,0.619,0.568,0.205,"[[0.098, 0.348], [0.084, 0.47]]",0.82,0.502,0.502,0.454,0.546,0.023,1821.724,1820.607,1746.34,1893.273,37.73,0.402,0.402,0.356,0.446,0.023,0.519,0.519,0.476,0.559,0.021,nq,1.8199999999999998,0,0.818,0.084,0.348
696,Max Entropy,KNN,0.62,0.59,0.205,"[[0.152, 0.294], [0.116, 0.438]]",0.73,0.506,0.507,0.46,0.552,0.024,1634.242,1633.29,1543.184,1717.751,45.344,0.41,0.41,0.364,0.454,0.023,0.526,0.526,0.481,0.564,0.021,nq,1.73,0,0.732,0.116,0.294
697,Max Entropy,MLP,0.619,0.602,0.205,"[[0.176, 0.27], [0.128, 0.426]]",0.7,0.502,0.503,0.458,0.546,0.023,1553.646,1552.8,1462.201,1640.504,45.442,0.41,0.41,0.364,0.456,0.023,0.526,0.527,0.485,0.567,0.021,nq,1.7,0,0.696,0.128,0.27
698,Max Entropy,Decision Tree,0.608,0.628,0.205,"[[0.248, 0.198], [0.174, 0.38]]",0.58,0.506,0.506,0.462,0.55,0.023,1298.4,1297.459,1202.331,1394.079,49.875,0.42,0.42,0.376,0.464,0.022,0.535,0.535,0.493,0.574,0.021,nq,1.58,0,0.5780000000000001,0.174,0.198
699,Max Entropy,Threshold,0.619,0.624,0.205,"[[0.24, 0.206], [0.17, 0.384]]",0.59,0.506,0.506,0.462,0.55,0.023,1323.228,1322.303,1231.548,1418.376,49.615,0.422,0.422,0.38,0.466,0.023,0.535,0.535,0.494,0.575,0.021,nq,1.5899999999999999,0,0.59,0.17,0.206
700,Median Entropy,Logistic Regression,0.57,0.554,0.12,"[[0.01, 0.436], [0.01, 0.544]]",0.98,0.49,0.491,0.444,0.532,0.023,2174.246,2174.482,2143.039,2202.276,15.132,0.388,0.388,0.344,0.432,0.022,0.503,0.503,0.461,0.541,0.021,nq,1.98,0,0.98,0.01,0.436
701,Median Entropy,KNN,0.564,0.572,0.12,"[[0.126, 0.32], [0.108, 0.446]]",0.77,0.494,0.494,0.45,0.538,0.023,1705.664,1703.546,1617.744,1784.799,41.762,0.402,0.402,0.36,0.448,0.022,0.514,0.514,0.474,0.555,0.021,nq,1.77,0,0.766,0.108,0.32
702,Median Entropy,MLP,0.57,0.554,0.12,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
703,Median Entropy,Decision Tree,0.575,0.584,0.12,"[[0.186, 0.26], [0.156, 0.398]]",0.66,0.494,0.495,0.45,0.54,0.023,1471.15,1468.165,1374.742,1560.89,47.456,0.412,0.413,0.372,0.456,0.022,0.519,0.519,0.478,0.559,0.021,nq,1.6600000000000001,0,0.658,0.156,0.26
704,Median Entropy,Threshold,0.57,0.574,0.12,"[[0.144, 0.302], [0.124, 0.43]]",0.73,0.494,0.494,0.45,0.538,0.023,1635.566,1633.9,1541.62,1719.0,44.886,0.408,0.408,0.366,0.45,0.022,0.513,0.513,0.472,0.553,0.021,nq,1.73,0,0.732,0.124,0.302
705,Min Entropy,Logistic Regression,0.526,0.554,0.044,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
706,Min Entropy,KNN,0.536,0.542,0.044,"[[0.128, 0.318], [0.14, 0.414]]",0.73,0.484,0.485,0.442,0.532,0.023,1633.91,1636.053,1549.037,1722.594,44.502,0.392,0.393,0.35,0.436,0.022,0.502,0.503,0.461,0.543,0.021,nq,1.73,0,0.732,0.14,0.318
707,Min Entropy,MLP,0.526,0.554,0.044,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
708,Min Entropy,Decision Tree,0.514,0.564,0.044,"[[0.04, 0.406], [0.03, 0.524]]",0.93,0.504,0.505,0.458,0.548,0.023,2071.148,2072.254,2019.177,2122.111,26.389,0.398,0.398,0.352,0.442,0.023,0.515,0.515,0.473,0.553,0.021,nq,1.9300000000000002,0,0.93,0.03,0.406
709,Min Entropy,Threshold,0.526,0.552,0.044,"[[0.0, 0.446], [0.002, 0.552]]",1.0,0.496,0.496,0.452,0.54,0.023,2214.202,2214.469,2198.42,2229.592,7.83,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,0.998,0.002,0.446
710,Mean Probability,Logistic Regression,0.609,0.562,0.187,"[[0.012, 0.434], [0.004, 0.55]]",0.98,0.494,0.495,0.45,0.538,0.023,2183.824,2184.113,2157.741,2209.886,13.47,0.39,0.39,0.346,0.432,0.023,0.506,0.506,0.464,0.544,0.021,nq,1.98,0,0.984,0.004,0.434
711,Mean Probability,KNN,0.605,0.59,0.187,"[[0.134, 0.312], [0.098, 0.456]]",0.77,0.498,0.498,0.454,0.542,0.023,1712.97,1713.508,1627.835,1798.354,43.214,0.404,0.404,0.362,0.448,0.023,0.51,0.51,0.47,0.55,0.021,nq,1.77,0,0.768,0.098,0.312
712,Mean Probability,MLP,0.609,0.592,0.187,"[[0.12, 0.326], [0.082, 0.472]]",0.8,0.492,0.492,0.448,0.54,0.023,1779.816,1778.697,1700.664,1856.266,40.544,0.398,0.398,0.356,0.444,0.023,0.507,0.507,0.464,0.548,0.021,nq,1.8,0,0.798,0.082,0.326
713,Mean Probability,Decision Tree,0.597,0.582,0.187,"[[0.102, 0.344], [0.074, 0.48]]",0.82,0.496,0.497,0.45,0.54,0.023,1838.246,1837.731,1763.017,1910.519,37.65,0.4,0.4,0.358,0.444,0.023,0.512,0.512,0.471,0.552,0.021,nq,1.8199999999999998,0,0.824,0.074,0.344
714,Mean Probability,Threshold,0.609,0.58,0.187,"[[0.1, 0.346], [0.074, 0.48]]",0.83,0.492,0.493,0.446,0.536,0.023,1840.85,1840.631,1765.538,1913.037,38.273,0.396,0.396,0.354,0.44,0.023,0.506,0.507,0.464,0.546,0.021,nq,1.83,0,0.826,0.074,0.346
715,Max Probability,Logistic Regression,0.587,0.554,0.15,"[[0.022, 0.424], [0.022, 0.532]]",0.96,0.494,0.495,0.45,0.54,0.023,2123.298,2122.876,2081.574,2160.008,20.99,0.386,0.386,0.34,0.43,0.023,0.503,0.503,0.461,0.544,0.021,nq,1.96,0,0.956,0.022,0.424
716,Max Probability,KNN,0.561,0.556,0.15,"[[0.134, 0.312], [0.132, 0.422]]",0.73,0.492,0.492,0.446,0.536,0.023,1639.408,1641.399,1556.746,1728.513,45.102,0.41,0.41,0.364,0.454,0.023,0.524,0.524,0.482,0.564,0.021,nq,1.73,0,0.734,0.132,0.312
717,Max Probability,MLP,0.587,0.554,0.15,"[[0.088, 0.358], [0.088, 0.466]]",0.82,0.502,0.503,0.456,0.548,0.024,1836.454,1835.657,1760.98,1911.185,37.163,0.392,0.393,0.348,0.438,0.023,0.511,0.511,0.469,0.55,0.021,nq,1.8199999999999998,0,0.8240000000000001,0.088,0.358
718,Max Probability,Decision Tree,0.578,0.578,0.15,"[[0.254, 0.192], [0.23, 0.324]]",0.52,0.496,0.496,0.452,0.54,0.023,1164.23,1163.125,1064.921,1268.564,50.637,0.416,0.416,0.372,0.46,0.022,0.53,0.53,0.491,0.569,0.021,nq,1.52,0,0.516,0.23,0.192
719,Max Probability,Threshold,0.587,0.568,0.15,"[[0.212, 0.234], [0.198, 0.356]]",0.59,0.5,0.5,0.456,0.546,0.023,1324.432,1324.842,1224.969,1428.407,50.416,0.418,0.418,0.374,0.462,0.023,0.532,0.532,0.491,0.573,0.021,nq,1.5899999999999999,0,0.59,0.198,0.234
720,Median Probability,Logistic Regression,0.577,0.554,0.133,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
721,Median Probability,KNN,0.555,0.582,0.133,"[[0.112, 0.334], [0.084, 0.47]]",0.8,0.494,0.495,0.45,0.538,0.023,1793.06,1793.713,1717.594,1874.83,39.136,0.398,0.399,0.354,0.44,0.022,0.509,0.509,0.47,0.547,0.02,nq,1.8,0,0.804,0.084,0.334
722,Median Probability,MLP,0.577,0.554,0.133,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
723,Median Probability,Decision Tree,0.552,0.564,0.133,"[[0.054, 0.392], [0.044, 0.51]]",0.9,0.49,0.49,0.448,0.536,0.023,2004.454,2003.69,1943.685,2063.565,30.207,0.392,0.392,0.348,0.438,0.022,0.506,0.506,0.464,0.545,0.021,nq,1.9,0,0.902,0.044,0.392
724,Median Probability,Threshold,0.577,0.584,0.133,"[[0.134, 0.312], [0.104, 0.45]]",0.76,0.496,0.496,0.452,0.542,0.023,1699.51,1698.024,1613.559,1779.858,43.041,0.408,0.408,0.366,0.45,0.022,0.512,0.513,0.47,0.554,0.021,nq,1.76,0,0.762,0.104,0.312
725,Min Probability,Logistic Regression,0.524,0.554,0.041,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
726,Min Probability,KNN,0.526,0.548,0.041,"[[0.076, 0.37], [0.082, 0.472]]",0.84,0.49,0.49,0.446,0.534,0.023,1872.764,1873.676,1807.603,1938.437,34.985,0.396,0.396,0.35,0.44,0.022,0.51,0.51,0.47,0.549,0.021,nq,1.8399999999999999,0,0.842,0.082,0.37
727,Min Probability,MLP,0.476,0.554,0.041,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
728,Min Probability,Decision Tree,0.528,0.562,0.041,"[[0.048, 0.398], [0.04, 0.514]]",0.91,0.502,0.503,0.456,0.546,0.023,2031.33,2032.018,1971.687,2087.712,29.159,0.398,0.398,0.354,0.442,0.023,0.515,0.515,0.472,0.553,0.021,nq,1.9100000000000001,0,0.912,0.04,0.398
729,Min Probability,Threshold,0.524,0.552,0.041,"[[0.0, 0.446], [0.002, 0.552]]",1.0,0.496,0.496,0.452,0.54,0.023,2214.202,2214.469,2198.42,2229.592,7.83,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,0.998,0.002,0.446
730,PTrue,Logistic Regression,0.488,0.554,0.02,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
731,PTrue,KNN,0.438,0.494,0.02,"[[0.044, 0.402], [0.104, 0.45]]",0.85,0.466,0.466,0.422,0.51,0.023,1896.064,1895.38,1826.928,1962.721,34.118,0.364,0.364,0.322,0.406,0.022,0.486,0.487,0.446,0.524,0.02,nq,1.85,0,0.8520000000000001,0.104,0.402
732,PTrue,MLP,0.512,0.554,0.02,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
733,PTrue,Decision Tree,0.504,0.544,0.02,"[[0.006, 0.44], [0.016, 0.538]]",0.98,0.494,0.494,0.45,0.538,0.023,2170.28,2170.403,2137.75,2199.84,15.961,0.386,0.386,0.34,0.432,0.023,0.505,0.505,0.462,0.543,0.021,nq,1.98,0,0.978,0.016,0.44
734,PTrue,Threshold,0.512,0.554,0.02,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
735,Mean PMI,Logistic Regression,0.524,0.554,0.042,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
736,Mean PMI,KNN,0.503,0.54,0.042,"[[0.064, 0.382], [0.078, 0.476]]",0.86,0.49,0.491,0.444,0.534,0.023,1909.944,1910.496,1843.458,1977.776,35.302,0.39,0.39,0.348,0.432,0.023,0.503,0.504,0.46,0.543,0.021,nq,1.8599999999999999,0,0.858,0.078,0.382
737,Mean PMI,MLP,0.476,0.554,0.042,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
738,Mean PMI,Decision Tree,0.515,0.556,0.042,"[[0.002, 0.444], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2214.016,2214.304,2198.883,2228.728,7.743,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,0.998,0.0,0.444
739,Mean PMI,Threshold,0.524,0.556,0.042,"[[0.002, 0.444], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2214.016,2214.304,2198.883,2228.728,7.743,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,0.998,0.0,0.444
740,Mean CPMI,Logistic Regression,0.507,0.554,-0.012,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
741,Mean CPMI,KNN,0.483,0.514,-0.012,"[[0.056, 0.39], [0.096, 0.458]]",0.85,0.484,0.484,0.438,0.526,0.023,1880.12,1881.983,1810.533,1949.324,35.992,0.39,0.39,0.348,0.432,0.022,0.503,0.503,0.461,0.543,0.021,nq,1.85,0,0.8480000000000001,0.096,0.39
742,Mean CPMI,MLP,0.507,0.554,-0.012,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
743,Mean CPMI,Decision Tree,0.497,0.54,-0.012,"[[0.012, 0.434], [0.026, 0.528]]",0.96,0.49,0.49,0.444,0.532,0.023,2134.936,2135.336,2093.7,2172.738,19.593,0.384,0.384,0.34,0.428,0.022,0.502,0.502,0.459,0.54,0.021,nq,1.96,0,0.962,0.026,0.434
744,Mean CPMI,Threshold,0.493,0.55,-0.012,"[[0.0, 0.446], [0.004, 0.55]]",1.0,0.496,0.496,0.452,0.54,0.023,2209.52,2209.874,2190.058,2225.847,8.758,0.388,0.388,0.344,0.432,0.022,0.506,0.507,0.465,0.544,0.021,nq,2.0,0,0.996,0.004,0.446
745,RenyiNeg,Logistic Regression,0.535,0.556,-0.061,"[[0.022, 0.424], [0.02, 0.534]]",0.96,0.498,0.498,0.454,0.542,0.023,2128.642,2128.864,2087.772,2168.184,20.996,0.388,0.388,0.344,0.432,0.022,0.505,0.506,0.464,0.544,0.021,nq,1.96,0,0.958,0.02,0.424
746,RenyiNeg,KNN,0.553,0.566,-0.061,"[[0.108, 0.338], [0.096, 0.458]]",0.8,0.496,0.496,0.45,0.54,0.023,1775.536,1774.871,1697.953,1855.321,40.594,0.402,0.402,0.358,0.448,0.023,0.517,0.517,0.475,0.558,0.021,nq,1.8,0,0.796,0.096,0.338
747,RenyiNeg,MLP,0.535,0.554,-0.061,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
748,RenyiNeg,Decision Tree,0.507,0.546,-0.061,"[[0.07, 0.376], [0.078, 0.476]]",0.85,0.492,0.492,0.448,0.536,0.023,1898.762,1897.249,1826.997,1968.106,35.556,0.396,0.396,0.354,0.44,0.022,0.508,0.508,0.467,0.546,0.021,nq,1.85,0,0.852,0.078,0.376
749,RenyiNeg,Threshold,0.465,0.554,-0.061,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
750,FisherRao,Logistic Regression,0.545,0.554,-0.077,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
751,FisherRao,KNN,0.533,0.552,-0.077,"[[0.06, 0.386], [0.062, 0.492]]",0.88,0.498,0.498,0.454,0.544,0.023,1954.862,1954.652,1886.444,2018.721,32.911,0.386,0.386,0.346,0.43,0.022,0.502,0.502,0.46,0.541,0.021,nq,1.88,0,0.878,0.062,0.386
752,FisherRao,MLP,0.455,0.554,-0.077,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
753,FisherRao,Decision Tree,0.508,0.564,-0.077,"[[0.066, 0.38], [0.056, 0.498]]",0.88,0.494,0.495,0.45,0.536,0.023,1956.052,1957.094,1896.365,2023.47,33.987,0.39,0.39,0.348,0.434,0.022,0.505,0.505,0.463,0.543,0.021,nq,1.88,0,0.878,0.056,0.38
754,FisherRao,Threshold,0.455,0.554,-0.077,"[[0.0, 0.446], [0.0, 0.554]]",1.0,0.496,0.496,0.452,0.54,0.023,2218.456,2218.748,2205.686,2231.072,6.342,0.388,0.388,0.344,0.432,0.022,0.506,0.506,0.464,0.544,0.021,nq,2.0,0,1.0,0.0,0.446
755,Semantic Entropy,Logistic Regression,0.628,0.6,0.22,"[[0.084, 0.362], [0.038, 0.516]]",0.88,0.5,0.5,0.454,0.54,0.023,1952.616,1953.475,1886.09,2013.752,33.144,0.398,0.398,0.354,0.442,0.023,0.512,0.512,0.472,0.549,0.021,nq,1.88,0,0.878,0.038,0.362
756,Semantic Entropy,KNN,0.593,0.58,0.22,"[[0.12, 0.326], [0.094, 0.46]]",0.79,0.488,0.488,0.442,0.532,0.023,1749.178,1750.461,1674.935,1826.215,39.427,0.4,0.4,0.356,0.446,0.023,0.509,0.509,0.467,0.55,0.021,nq,1.79,0,0.786,0.094,0.326
757,Semantic Entropy,MLP,0.605,0.604,0.22,"[[0.112, 0.334], [0.062, 0.492]]",0.83,0.504,0.504,0.46,0.55,0.023,1841.442,1841.36,1765.215,1913.604,37.268,0.406,0.406,0.362,0.45,0.023,0.521,0.521,0.48,0.559,0.021,nq,1.83,0,0.8260000000000001,0.062,0.334
